,greV,greQ,greA,cgpa,univName
48081,152.0,170.0,3.5,3.9,University Of Florida
48092,164.0,167.0,4.0,3.82,Columbia University
48099,164.0,153.0,6.0,4.0,Temple University
48104,166.0,155.0,0.0,3.78,Iowa State University
48106,170.0,156.0,3.5,3.92,UC San Diego (UCSD)
48112,154.0,170.0,4.0,3.78,University Of Oregon
48114,154.0,170.0,4.0,3.78,UC San Diego (UCSD)
48122,167.0,168.0,4.0,3.91,"University Of California, Irvine"
48157,170.0,168.0,6.0,3.85,"University Of California, Berkeley"
48159,164.0,170.0,5.5,3.9,"University Of California, Berkeley"
48161,164.0,170.0,5.5,3.9,Princeton University
48174,164.0,167.0,4.0,3.82,UC San Diego (UCSD)
48183,166.0,155.0,3.5,3.69,New York University
48195,167.0,170.0,6.0,3.97,Purdue University
48205,161.0,149.0,5.5,3.98,UC Irvine
48206,148.0,167.0,3.0,3.51,"University Of Colorado, Boulder"
48214,166.0,170.0,5.5,3.97,Carnegie Mellon University
48217,160.0,162.0,4.0,3.68,Cornell University
48226,164.0,169.0,6.0,4.0,University Of Pennsylvania
48232,160.0,160.0,5.5,2.9,University Of Washington
48233,163.0,166.0,4.5,3.05,Tufts University
48258,159.0,167.0,4.0,3.92,Carnegie Mellon University
48266,165.0,165.0,5.5,3.7,University Of Michigan
48268,163.0,160.0,0.0,3.78,Princeton University
48277,167.0,168.0,5.0,3.83,Purdue University - West Lafayette
48281,159.0,157.0,3.0,3.96,Carnegie Mellon University
48301,170.0,166.0,4.0,3.61,University Of Texas At Austin
48313,161.0,154.0,4.0,3.83,Johns Hopkins University
48324,154.0,165.0,4.0,3.8,University Of Texas At Austin
48328,158.0,170.0,4.0,3.9,University Of Texas At Austin
48329,155.0,165.0,4.0,3.7,University Of Texas At Austin
48335,164.0,158.0,6.0,3.93,University Of Texas At Austin
48337,163.0,157.0,5.0,4.0,"University Of California, Berkeley"
48341,166.0,159.0,5.5,4.0,University Of Texas At Austin
48351,169.0,165.0,5.0,3.91,University Of Texas At Austin
48352,165.0,157.0,5.0,3.9,University Of Texas At Austin
48377,159.0,160.0,4.0,3.93,"University Of California, Berkeley"
48389,166.0,168.0,5.0,3.86,Carnegie Mellon University
48392,164.0,166.0,5.0,4.0,University Of Michigan
48398,165.0,167.0,0.0,3.92,Princeton University
48416,166.0,159.0,4.5,4.0,University Of Texas At Austin
48420,168.0,168.0,4.5,4.0,University Of Washington
48431,167.0,170.0,4.0,4.0,University Of Washington
48441,164.0,161.0,4.0,3.53,Boston University
48459,162.0,170.0,4.0,3.86,University Of Wisconsin-Madison
48462,168.0,163.0,6.0,3.83,University Of Oregon
48474,170.0,167.0,5.5,4.0,"University Of California, Berkeley"
48480,161.0,169.0,4.0,3.46,Purdue University
48492,165.0,160.0,4.0,3.67,UC San Diego (UCSD)
48493,161.0,164.0,5.0,3.94,University Of Arizona
48497,166.0,167.0,4.5,3.75,University Of Washington
48504,158.0,157.0,4.0,3.24,Ohio State University
48508,160.0,170.0,4.0,3.79,University Of Washington
48525,155.0,162.0,5.5,3.3,University Of Michigan
48542,157.0,168.0,3.0,3.75,"University Of California, San Diego"
48569,161.0,167.0,4.5,3.8,"University Of California, San Diego"
48587,163.0,163.0,5.0,3.87,University Of Texas At Austin
48599,159.0,169.0,3.5,3.0,University Of Michigan
48600,159.0,169.0,3.5,3.0,University Of Michigan
48601,155.0,168.0,0.0,3.79,Cornell University
48604,152.0,165.0,3.0,3.44,UC Davis
48613,163.0,154.0,5.0,3.2,University Of Arizona
48637,159.0,170.0,3.5,3.89,North Carolina State University
48644,168.0,157.0,5.5,3.84,Cornell University
48654,160.0,169.0,5.0,3.96,University Of Texas At Austin
48672,163.0,168.0,4.5,3.97,University Of Texas At Austin
48674,163.0,161.0,4.5,3.8,Texas A&M University
48675,159.0,167.0,4.0,3.2,University Of Florida
48686,166.0,159.0,4.5,4.0,University Of Wisconsin-Madison
48714,154.0,161.0,4.0,4.0,University Of Georgia
48719,154.0,161.0,4.0,4.0,Penn State (Pennsylvania State University)
48722,146.0,168.0,4.0,3.6,Purdue University
48723,146.0,168.0,4.0,3.6,Purdue University
48736,166.0,156.0,4.0,3.61,North Carolina State University
48737,166.0,153.0,6.0,3.85,University Of Minnesota
48751,159.0,160.0,4.0,4.0,Georgetown University
48752,159.0,160.0,4.0,4.0,University Of Georgia
48754,161.0,169.0,3.5,4.0,Cornell University
48755,165.0,164.0,5.0,3.9,Duke University
48767,159.0,168.0,4.0,3.5,"University Of California, San Diego"
48769,169.0,166.0,6.0,3.94,"University Of California, Berkeley"
48779,163.0,163.0,5.0,3.87,University Of Texas At Austin
48825,164.0,166.0,4.5,3.9,Duke University
48829,165.0,167.0,4.0,3.97,Duke University
48832,166.0,168.0,5.0,3.59,Vanderbilt University
48835,162.0,168.0,5.0,3.88,Duke University
48836,166.0,157.0,5.5,3.5,Duke University
48840,170.0,165.0,4.5,3.94,University Of Washington
48843,170.0,165.0,4.5,3.94,University Of Chicago
48848,170.0,170.0,6.0,3.86,University Of Washington
48851,160.0,167.0,4.5,3.78,Purdue University - West Lafayette
48853,160.0,167.0,4.5,3.78,University Of Pennsylvania
48854,160.0,167.0,4.5,3.78,Columbia University
48859,169.0,167.0,5.0,3.95,University Of Texas At Austin
48867,154.0,155.0,4.0,4.0,Northwestern University
48890,166.0,160.0,4.5,4.0,"University Of California, Los Angeles (UCLA)"
48899,170.0,157.0,4.0,3.83,New York University
48903,170.0,170.0,5.0,3.97,Johns Hopkins University
48904,152.0,167.0,0.0,3.72,Ohio State University
48923,163.0,168.0,6.0,4.0,Northwestern University
48934,170.0,170.0,5.0,3.9,University Of Chicago
48953,160.0,160.0,4.5,3.9,University Of Chicago
48961,166.0,161.0,5.0,3.46,"University Of Californa, Los Angeles (UCLA)"
48972,159.0,161.0,5.5,3.78,Stony Brook University
48990,151.0,167.0,4.0,3.55,Columbia University
49005,160.0,150.0,4.5,4.0,Temple University
49006,162.0,169.0,4.0,3.98,Cornell University
49015,151.0,166.0,3.5,3.83,Virginia Polytechnic And State University (Virginia Tech)
49022,169.0,169.0,5.0,3.41,Boston University
49023,161.0,165.0,4.5,3.91,Boston University
49025,159.0,166.0,3.5,3.97,Columbia University
49030,168.0,170.0,4.0,3.98,"University Of California, Berkeley"
49040,163.0,170.0,5.0,3.92,Cornell University
49065,152.0,170.0,3.0,3.38,University Of Pittsburgh
49068,167.0,168.0,5.0,3.83,Ohio State University
49097,158.0,160.0,5.0,3.85,Clemson University
49145,160.0,151.0,0.0,3.9,Northwestern University
49149,167.0,166.0,5.0,3.83,University Of Minnesota
49151,166.0,167.0,5.5,3.79,"University Of Californa, Los Angeles (UCLA)"
49175,164.0,158.0,6.0,3.93,"University Of Californa, Los Angeles (UCLA)"
49181,155.0,170.0,3.5,4.0,Johns Hopkins University
49185,162.0,155.0,4.0,4.0,Northwestern University
49198,162.0,170.0,5.0,3.97,University Of Virginia
49211,164.0,158.0,4.0,9.99,University Of South Carolina
49229,153.0,170.0,5.0,3.89,Johns Hopkins University
49230,156.0,169.0,4.5,3.49,University Of Minnesota
49232,168.0,163.0,4.0,3.9,University Of Wisconsin - Madison
49247,164.0,169.0,3.0,3.74,Purdue University - West Lafayette
49264,164.0,167.0,5.0,3.9,University Of Texas At Austin
49274,155.0,162.0,4.5,3.22,Clemson University
49299,164.0,168.0,4.0,3.92,Penn State (Pennsylvania State University)
49307,162.0,170.0,3.5,3.86,University Of Maryland College Park
49311,156.0,158.0,3.5,3.55,University Of Minnesota
49316,158.0,168.0,4.5,3.97,UC San Diego (UCSD)
49323,160.0,163.0,4.0,3.88,University Of Washington
49328,152.0,156.0,3.5,3.7,American University
49340,153.0,170.0,3.0,3.39,University Of Utah
49344,148.0,166.0,0.0,3.5,University Of Florida
49345,157.0,170.0,0.0,3.3,Duke University
49357,159.0,158.0,5.0,3.94,Purdue University - West Lafayette
49366,168.0,167.0,4.5,3.88,"University Of Colorado, Boulder"
49370,161.0,159.0,4.5,3.72,Clemson University
49383,167.0,164.0,4.0,3.74,UC San Diego (UCSD)
49394,162.0,160.0,0.0,3.58,Johns Hopkins University
49400,157.0,159.0,3.5,3.98,Boston University
49428,153.0,170.0,6.0,3.74,University Of Wisconsin-Madison
49448,163.0,170.0,4.0,3.8,Washington University in St. Louis (WashU/WUSTL)
49452,162.0,164.0,5.0,3.58,UC San Diego (UCSD)
49459,169.0,169.0,5.0,4.0,Stanford University
49463,170.0,157.0,3.0,3.63,Columbia University
49469,161.0,156.0,5.0,3.59,Purdue University
49470,166.0,170.0,5.0,3.98,Stanford University
49472,168.0,170.0,0.0,3.99,Stanford University
49496,160.0,145.0,3.5,2.9,"University Of California, Davis"
49507,159.0,158.0,4.5,3.98,Penn State (Pennsylvania State University)
49510,169.0,158.0,5.5,3.79,University Of Minnesota
49517,163.0,160.0,5.0,4.0,University Of South Carolina
49547,157.0,164.0,4.0,3.74,Northeastern University
49551,170.0,170.0,6.0,3.86,"University Of Colorado, Boulder"
49559,166.0,170.0,5.0,3.62,"University Of California, Davis"
49582,156.0,169.0,4.0,3.99,University Of Wisconsin-Madison
49584,163.0,166.0,5.5,3.98,Stanford University
49585,148.0,170.0,0.0,3.95,Carnegie Mellon University (CMU)
49606,158.0,148.0,5.0,3.98,University Of Minnesota
49612,163.0,166.0,4.5,3.7,Carnegie Mellon University
49621,150.0,155.0,4.0,3.8,Wayne State University
49632,162.0,159.0,5.0,3.6,"University Of Colorado, Boulder"
49659,157.0,157.0,5.0,3.82,UC Berkeley
49673,156.0,162.0,4.0,3.32,Purdue University
49684,163.0,166.0,5.5,3.98,Harvard University
49688,154.0,163.0,5.0,3.2,University Of Iowa
49694,153.0,168.0,2.5,3.73,Vanderbilt University
49696,170.0,160.0,4.5,3.8,Ohio State University
49698,167.0,155.0,4.0,3.68,University Of Colorado Boulder
49747,159.0,166.0,5.0,3.59,Stony Brook University
49775,168.0,162.0,5.5,3.94,University Of Pennsylvania
49785,156.0,170.0,4.0,9.99,University Of Texas At Dallas
49789,168.0,169.0,4.0,3.97,Duke University
49808,166.0,156.0,4.5,3.6,University Of Minnesota
49819,148.0,162.0,4.0,3.58,Duke University
49839,162.0,156.0,5.5,3.1,Princeton University
49850,151.0,167.0,4.0,3.78,University Of Pennsylvania
49855,166.0,168.0,5.0,3.86,Ohio State University
49860,161.0,169.0,4.5,3.5,University Of Washington
49876,159.0,165.0,3.5,2.49,University Of Wisconsin-Madison
49887,168.0,170.0,5.0,3.68,Washington University in St. Louis (WashU/WUSTL)
49890,164.0,168.0,4.5,3.88,Ohio State University
49895,164.0,158.0,6.0,3.93,University Of Washington
49897,165.0,161.0,4.5,3.98,Northwestern University
49898,151.0,162.0,3.5,3.06,University Of Rochester
49920,157.0,156.0,4.0,3.6,Tufts University
49921,167.0,168.0,5.0,4.0,University Of Florida
49922,167.0,168.0,5.0,4.0,Texas A&M University
49933,156.0,161.0,4.0,4.0,University Of Southern California
49948,162.0,165.0,4.0,3.92,Stanford University
49963,161.0,169.0,4.0,3.84,University Of Michigan
49967,162.0,166.0,5.0,3.95,Arizona State University
49978,158.0,162.0,4.5,3.6,"University Of Colorado, Boulder"
49982,164.0,158.0,6.0,3.93,University Of Southern California
49983,155.0,156.0,5.5,4.0,University Of Southern California
50003,158.0,152.0,5.0,3.81,University Of Maryland College Park
50027,157.0,161.0,4.5,3.88,Ohio State University
50036,160.0,149.0,4.5,3.6,University Of Maryland College Park
50061,170.0,170.0,5.0,3.97,University Of Pennsylvania
50064,161.0,170.0,5.0,3.99,"University Of California, Davis"
50068,167.0,168.0,4.0,3.8,University Of Michigan
50136,161.0,165.0,4.5,3.91,"University Of California, Berkeley"
50140,167.0,168.0,4.0,3.91,University Of Florida
50151,163.0,169.0,4.5,3.87,Boston University
50155,164.0,162.0,6.0,3.7,University Of Wisconsin-Madison
50156,163.0,151.0,4.5,4.0,Ohio State University
50169,148.0,164.0,3.0,3.86,UC San Diego (UCSD)
50173,164.0,164.0,4.0,3.65,University Of Utah
50178,168.0,170.0,5.0,3.88,University Of Utah
50195,167.0,161.0,4.5,3.84,Harvard University
50201,161.0,164.0,5.0,3.94,Boston University
50204,164.0,163.0,4.5,3.98,Ohio State University
50206,159.0,163.0,5.0,3.64,Northwestern University
50219,170.0,157.0,5.5,3.87,Northwestern University
50222,157.0,167.0,4.0,3.69,"University Of California, Irvine"
50223,157.0,167.0,4.0,3.69,"University Of Californa, Los Angeles (UCLA)"
50224,157.0,167.0,4.0,3.69,UC San Diego (UCSD)
50229,166.0,160.0,4.5,4.0,University Of Washington
50235,152.0,152.0,4.5,3.8,University Of Rochester
50237,158.0,158.0,5.0,3.87,University Of South Florida
50240,161.0,168.0,3.5,3.93,Stanford University
50261,154.0,170.0,3.0,3.97,University Of Georgia
50272,163.0,152.0,6.0,3.95,University Of South Carolina
50282,165.0,170.0,4.0,4.0,University Of Washington
50292,153.0,154.0,5.0,3.62,University Of Texas At Austin
50298,164.0,168.0,4.5,3.44,Duke University
50303,163.0,153.0,5.5,3.9,Northwestern University
50314,168.0,161.0,3.5,3.48,University Of Washington
50365,158.0,160.0,4.0,3.79,Ohio State University
50373,165.0,160.0,4.0,3.22,University Of Pittsburgh
50383,159.0,170.0,4.0,3.56,Northwestern University
50421,170.0,165.0,5.0,4.0,"University Of California, Davis"
50439,161.0,159.0,4.5,4.0,Penn State University
50442,165.0,162.0,4.5,3.49,Ohio State University
50451,162.0,152.0,4.5,3.64,Duke University
50464,169.0,165.0,5.0,3.91,Penn State (Pennsylvania State University)
50487,160.0,160.0,6.0,3.5,Penn State University
50490,156.0,165.0,4.0,3.5,"University Of Colorado, Boulder"
50499,167.0,156.0,6.0,4.0,University Of Michigan
50502,163.0,168.0,4.5,3.94,University Of Pennsylvania
50512,148.0,155.0,4.0,3.77,New York University (NYU)
50528,160.0,154.0,5.0,3.63,Purdue University - West Lafayette
50530,152.0,163.0,4.5,4.0,Ohio State University
50546,154.0,162.0,4.5,3.8,University Of Florida
50549,154.0,170.0,4.0,3.9,Harvard University
50558,168.0,169.0,4.5,3.82,Harvard University
50569,161.0,161.0,0.0,3.91,Penn State University
50570,159.0,157.0,3.0,3.32,University Of Arizona
50603,145.0,170.0,3.0,3.71,NCSU (North Carolina State University)
50604,145.0,170.0,3.0,3.71,NCSU (North Carolina State University)
50649,156.0,170.0,3.0,3.31,University Of Notre Dame
50680,168.0,170.0,4.5,3.68,Columbia University
50685,161.0,169.0,4.0,3.84,Columbia University
50704,161.0,165.0,5.5,4.0,Carnegie Mellon University
50726,161.0,169.0,4.0,3.85,Purdue University - West Lafayette
50736,164.0,170.0,5.0,3.67,University Of Southern California
50737,163.0,170.0,5.0,4.0,University Of Pennsylvania
50742,154.0,170.0,4.0,3.08,Ohio State University
50746,163.0,161.0,5.5,3.5,University Of Michigan
50755,163.0,168.0,6.0,3.86,Harvard University
50777,164.0,166.0,4.5,3.9,University Of Wisconsin-Madison
50788,155.0,170.0,3.5,3.68,Carnegie Mellon University
50790,163.0,167.0,4.0,3.96,University Of Washington
50815,161.0,169.0,4.0,3.88,Carnegie Mellon University
50819,157.0,168.0,5.0,3.86,University Of Chicago
50825,153.0,170.0,3.5,3.84,Purdue University - West Lafayette
50828,144.0,163.0,3.5,3.0,University Of Wisconsin-Madison
50833,158.0,161.0,3.5,3.2,University Of Notre Dame
50852,157.0,147.0,5.0,3.29,University Of Minnesota
50854,166.0,157.0,5.5,3.5,University Of Wisconsin-Madison
50857,159.0,156.0,4.5,3.95,The Ohio State University
50877,167.0,166.0,4.0,3.83,University Of Texas At Austin
50881,167.0,163.0,4.5,3.73,University Of Southern California
50893,162.0,147.0,4.5,3.57,University Of Minnesota
50895,160.0,168.0,5.0,3.6,University Of South Florida
50896,167.0,157.0,5.0,3.83,Temple University
50911,155.0,154.0,4.0,3.87,Ohio State University
50915,163.0,160.0,0.0,3.78,Ohio State University
50919,153.0,169.0,4.0,3.97,University Of Michigan
50930,163.0,169.0,4.0,3.73,Ohio State University
50938,162.0,153.0,4.5,3.84,University Of Oregon
50941,162.0,159.0,5.0,3.52,University Of Minnesota
50948,144.0,157.0,3.5,3.5,University Of Connecticut
50949,159.0,152.0,5.5,3.9,Northeastern University
50954,166.0,161.0,5.5,4.0,University Of Arizona
50959,158.0,170.0,3.5,3.84,Ohio State University
50971,167.0,155.0,4.0,3.64,University Of Michigan
50976,169.0,169.0,4.0,3.94,University Of Pennsylvania
50978,163.0,161.0,4.5,3.7,Georgia State University
51041,161.0,170.0,5.5,3.91,Ohio State University
51072,154.0,154.0,4.5,3.76,Princeton University
51090,163.0,169.0,4.5,3.87,Cornell University
51092,159.0,166.0,4.5,3.86,Cornell University
51093,159.0,166.0,4.5,3.68,University Of Southern California
51098,170.0,160.0,4.0,3.8,Stanford University
51099,165.0,159.0,5.5,3.75,University Of Washington
51105,152.0,150.0,3.5,3.77,Northeastern University
51134,163.0,161.0,5.5,3.5,"University Of California, Irvine"
51136,153.0,161.0,4.0,3.63,Arizona State University
51137,166.0,170.0,5.5,3.97,Cornell University
51140,162.0,170.0,4.0,3.99,University Of Michigan
51163,165.0,170.0,4.0,3.8,University Of Michigan
51166,161.0,162.0,4.5,3.79,Northwestern University
51188,153.0,156.0,4.0,3.3,Northwestern University
51200,153.0,170.0,3.0,3.82,UC Berkeley
51214,158.0,168.0,5.0,4.0,Northwestern University
51218,165.0,162.0,4.5,3.74,Ohio State University
51219,162.0,160.0,4.0,3.58,George Washington University
51269,158.0,150.0,4.0,3.87,Purdue University
51275,158.0,160.0,4.0,3.79,University Of Wisconsin - Madison
51284,159.0,159.0,4.5,3.9,"University Of California, Irvine"
51302,166.0,168.0,4.0,3.98,University Of Texas At Austin
51303,166.0,168.0,4.0,3.98,University Of Florida
51320,164.0,168.0,4.5,3.96,University Of Wisconsin - Madison
51332,164.0,160.0,4.0,4.0,University Of Michigan
51335,170.0,163.0,5.5,3.78,University Of Michigan
51344,155.0,170.0,3.5,3.6,University Of Pennsylvania
51345,161.0,156.0,4.5,3.46,Ohio State University
51352,168.0,162.0,4.5,3.9,Tufts University
51386,165.0,154.0,5.5,3.85,Temple University
51395,155.0,164.0,3.5,3.5,University Of Minnesota
51415,156.0,170.0,4.0,3.8,University Of Minnesota
51418,167.0,161.0,5.0,4.0,"University Of Californa, Los Angeles (UCLA)"
51421,170.0,170.0,5.0,4.0,George Washington University
51441,158.0,151.0,4.5,3.85,Ohio State University
51445,155.0,148.0,4.0,3.3,Ohio State University
51446,161.0,160.0,5.5,3.95,Ohio State University
51460,154.0,167.0,4.0,3.86,University Of Michigan
51461,157.0,165.0,4.0,3.42,University Of Arizona
51464,163.0,169.0,4.5,4.0,Stanford University
51465,156.0,170.0,3.5,3.9,University Of Minnesota
51489,160.0,156.0,4.0,3.91,Ohio State University
51500,166.0,161.0,5.5,4.0,University Of Wisconsin-Madison
51503,167.0,153.0,3.5,3.7,Purdue University - West Lafayette
51509,158.0,165.0,4.0,3.5,"University Of Colorado, Boulder"
51521,155.0,162.0,4.0,3.9,"University Of California, Berkeley"
51523,170.0,158.0,3.5,3.6,University Of Pennsylvania
51527,155.0,169.0,3.5,3.82,University Of Illinois At Urbana-Champaign
51534,153.0,161.0,5.0,3.88,University Of Minnesota
51564,152.0,160.0,5.0,3.38,"University Of California, Davis"
51565,154.0,167.0,4.0,3.86,University Of Michigan
51571,154.0,170.0,4.0,3.7,Oregon State University
51578,165.0,165.0,5.5,3.7,"University Of Colorado, Boulder"
51582,167.0,170.0,4.5,3.88,Boston University
51584,163.0,155.0,4.0,3.9,George Washington University
51587,156.0,149.0,4.0,3.82,UNC Chapel Hill
51598,168.0,158.0,3.5,3.9,University Of Michigan
51614,164.0,166.0,5.5,3.66,University Of Pennsylvania
51615,168.0,163.0,4.0,3.9,Duke University
51622,160.0,163.0,4.0,3.88,"University Of Colorado, Boulder"
51623,159.0,166.0,5.0,3.53,University Of Wisconsin-Madison
51649,154.0,166.0,4.0,3.9,University Of Wisconsin-Madison
51680,147.0,166.0,4.0,3.95,University Of Wisconsin - Madison
51687,158.0,155.0,4.5,4.0,Princeton University
51694,157.0,165.0,4.5,3.5,University Of Wisconsin-Madison
